Species,Family,Genus,BioStatus,PlantType,Palatibility,GrowthForm,VernacularNames,ThreatenedStatus,NumPlots,NumObs,Cover,CoverCombined
Salix viminalis,Salicaceae,Salix,Exotic,Vascular,Unclassified,Tree,basket willow; hemp willow; osier; silky osier; silky willow;,Not threatened (assumed),1,1,0.0000,0.0000
Salix xfragilis,Salicaceae,Salix,Exotic,Vascular,Unclassified,Tree,,Not threatened (assumed),157,173,0.0010,0.0007
Salix xreichardtii,Salicaceae,Salix,Exotic,Vascular,Unclassified,Shrub,pussy willow;,Not threatened (assumed),2,2,0.0000,0.0000
Salix ×fragilis f. vitellina,Salicaceae,Salix,Exotic,Vascular,Unclassified,Tree,egg yolk willow; golden willow;,Not threatened (assumed),0,0,0.0000,0.0000
Salix ×pendulina,Salicaceae,Salix,Exotic,Vascular,Unclassified,Tree,Wisconsin weeping willow;,Not threatened (assumed),0,0,0.0000,0.0000
Salix ×pendulina f. salamonii,Salicaceae,Salix,Exotic,Vascular,Unclassified,Tree,golden weeping willow;,Not threatened (assumed),0,0,0.0000,0.0000
Salsola kali,Amaranthaceae,Salsola,Exotic,Vascular,Unclassified,Forb,marsh samphire; Prickly saltwort; Saltwort; Sea grape;,Not threatened (assumed),0,0,0.0000,0.0000
Salvia rosmarinus,Labiatae,Rosmarinus,Exotic,Vascular,Unclassified,Shrub,rosemary;,Not threatened (assumed),0,0,0.0000,0.0000
Sambucus nigra,Adoxaceae,Sambucus,Exotic,Vascular,Unclassified,Shrub,Black elder; Elder; Elderberry;,Not threatened (assumed),120,130,0.0003,0.0002
Sambucus racemosa,Adoxaceae,Sambucus,Exotic,Vascular,Unclassified,Shrub,European red elder; Red-berried elder;,Not threatened (assumed),0,0,0.0000,0.0000
Sambucus racemosa subsp. pubens,Adoxaceae,Sambucus,Exotic,Vascular,Unclassified,Shrub,American red elder; Red-berried elder; Stinking elder;,Not threatened (assumed),0,0,0.0000,0.0000
Samolus repens,Primulaceae,Samolus,Indigenous Non-Endemic,Vascular,Unclassified,Forb,M?akoako; M?koako; Sea primrose; Shore pimpernel; Water pimpernel;,Not threatened (assumed),52,52,0.0000,0.0002
Sanguisorba minor,Rosaceae,Sanguisorba,Exotic,Vascular,Unclassified,Forb,Garden burnet; Salad burnet; Sheep's burnet;,Not threatened (assumed),25,38,0.0000,0.0000
Sanguisorba minor subsp. balearica,Rosaceae,Poterium,Exotic,Vascular,Unclassified,Forb,,Not threatened (assumed),0,0,0.0000,0.0000
Sanionia uncinata,Amblystegiaceae,Drepanocladus,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,,Not threatened (assumed),0,0,0.0000,0.0000
Sarrameana albidoplumbea,Fuscideaceae,Sarrameana,Indigenous Non-Endemic,Non vascular,Unclassified,NonVascular,,Not threatened (assumed),0,0,0.0000,0.0000
Sauloma tenella,Saulomataceae,Sauloma,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,,Not threatened (assumed),0,0,0.0000,0.0000
Scandia geniculata,Umbelliferae,Angelica,Indigenous Endemic,Vascular,Unclassified,SubShrub,,Not Threatened,13,14,0.0000,0.0000
Scandia rosifolia,Umbelliferae,Angelica,Indigenous Endemic,Vascular,Unclassified,Forb,Kohepiro; Koheriki; K?marahou; Native angelica;,Nationally Critical,0,0,0.0000,0.0000
Schefflera digitata,Araliaceae,Schefflera,Indigenous Endemic,Vascular,Preferred,Tree,Kohi; Kot?t?; Patate; Pat?; Pat?t?; Seven-finger;,Not Threatened,1434,2435,0.0037,0.0026
Schinus terebinthifolia,Anacardiaceae,Schinus,Exotic,Vascular,Unclassified,Shrub,Brazilian mastic tree; Brazilian pepper tree; broadleaf pepper tree; Christmas berry;,Not threatened (assumed),0,0,0.0000,0.0000
Schistidium apocarpum,Grimmiaceae,Schistidium,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,,Not threatened (assumed),0,0,0.0000,0.0000
Schistidium appendiculata,,,Unknown,Non Vascular,Unclassified,NonVascular,,Unknown,0,0,0.0000,0.0000
Schistidium rivulare,Grimmiaceae,Schistidium,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,,Not threatened (assumed),0,0,0.0000,0.0000
Schistochila appendiculata,Schistochilaceae,Schistochila,Indigenous Endemic,Non Vascular,Unclassified,NonVascular,,Not threatened (assumed),0,0,0.0000,0.0000
Schistochila balfouriana,Schistochilaceae,Schistochila,Indigenous Non-Endemic,Non vascular,Unclassified,NonVascular,,Not threatened (assumed),0,0,0.0000,0.0000
Schistochila chlorophylla,Schistochilaceae,Schistochila,Indigenous Endemic,Non vascular,Unclassified,NonVascular,,Not threatened (assumed),0,0,0.0000,0.0000
Schistochila ciliata,Schistochilaceae,Schistochila,Indigenous Endemic,Non Vascular,Unclassified,NonVascular,,Not threatened (assumed),0,0,0.0000,0.0000
Schistochila glaucescens,Schistochilaceae,Schistochila,Indigenous Endemic,Non Vascular,Unclassified,NonVascular,,Not threatened (assumed),0,0,0.0000,0.0000
Schistochila kirkiana,Schistochilaceae,Schistochila,Indigenous Endemic,Non Vascular,Unclassified,NonVascular,,Not threatened (assumed),0,0,0.0000,0.0000
Schistochila lehmanniana,Schistochilaceae,Schistochila,Indigenous Non-Endemic,Non vascular,Unclassified,NonVascular,,Not threatened (assumed),0,0,0.0000,0.0000
Schistochila monticola,Schistochilaceae,Schistochila,Indigenous Endemic,Non vascular,Unclassified,NonVascular,,Not threatened (assumed),0,0,0.0000,0.0000
Schistochila muricata,Schistochilaceae,Schistochila,Indigenous Endemic,Non vascular,Unclassified,NonVascular,,Not threatened (assumed),0,0,0.0000,0.0000
Schistochila nobilis,Schistochilaceae,Schistochila,Indigenous Endemic,Non Vascular,Unclassified,NonVascular,,Not threatened (assumed),0,0,0.0000,0.0000
Schistochila pellucida,Schistochilaceae,Schistochila,Indigenous Endemic,Non Vascular,Unclassified,NonVascular,,Not threatened (assumed),0,0,0.0000,0.0000
Schistochila pluriciliata,Schistochilaceae,Schistochila,Indigenous Endemic,Non vascular,Unclassified,NonVascular,,Not threatened (assumed),0,0,0.0000,0.0000
Schistochila pseudociliata,Schistochilaceae,Schistochila,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,,Not threatened (assumed),0,0,0.0000,0.0000
Schistochila repleta,Schistochilaceae,Schistochila,Indigenous Endemic,Non Vascular,Unclassified,NonVascular,,Not threatened (assumed),0,0,0.0000,0.0000
Schizacme novae-zelandiae,Loganiaceae,Mitrasacme,Indigenous Endemic,Vascular,Unclassified,Forb,,Not Threatened,10,15,0.0000,0.0000
Schizaea australis,Schizaeaceae,Schizaea,Indigenous Non-Endemic,Vascular,Unclassified,Fern,southern comb fern;,Not Threatened,38,69,0.0000,0.0000
Schizaea bifida,Schizaeaceae,Schizaea,Indigenous Non-Endemic,Vascular,Unclassified,Fern,forked comb fern;,Not Threatened,3,3,0.0000,0.0000
Schizaea dichotoma,Schizaeaceae,Schizaea,Indigenous Non-Endemic,Vascular,Unclassified,Fern,fan fern;,Naturally Uncommon,13,14,0.0000,0.0000
Schizaea fistulosa,Schizaeaceae,Schizaea,Indigenous Non-Endemic,Vascular,Unclassified,Fern,comb fern;,Not Threatened,30,31,0.0000,0.0000
Schlotheimia campbelliana,Orthotrichaceae,Schlotheimia,Indigenous Endemic,Non Vascular,Unclassified,Nonvascular,,Not threatened (assumed),0,0,0.0000,0.0000
Schlotheimia knightii,Orthotrichaceae,Schlotheimia,Indigenous Endemic,Non Vascular,Unclassified,NonVascular,,Not threatened (assumed),0,0,0.0000,0.0000
Schoenoplectus lacustris,Cyperaceae,Schoenoplectus,Exotic,Vascular,Unclassified,Graminoid,,Not threatened (assumed),8,8,0.0000,0.0000
Schoenoplectus pungens,Cyperaceae,Schoenoplectus,Indigenous Non-Endemic,Vascular,Unclassified,Graminoid,three-square;,Not Threatened,13,13,0.0000,0.0001
Schoenoplectus tabernaemontani,Cyperaceae,Schoenoplectus,Indigenous Non-Endemic,Vascular,Unclassified,Graminoid,lake clubrush;,Not Threatened,3,3,0.0000,0.0001
Schoenus apogon,Cyperaceae,Schoenus,Indigenous Non-Endemic,Vascular,Unclassified,Graminoid,,Not Threatened,8,9,0.0000,0.0000
Schoenus brevifolius,Cyperaceae,Schoenus,Indigenous Non-Endemic,Vascular,Unclassified,Graminoid,,Not Threatened,6,9,0.0000,0.0001
Schoenus carsei,Cyperaceae,Schoenus,Indigenous Non-Endemic,Vascular,Unclassified,Graminoid,,Nationally Critical,1,1,0.0000,0.0000
Schoenus concinnus,Cyperaceae,Schoenus,Indigenous Endemic,Vascular,Unclassified,Graminoid,,Not Threatened,4,4,0.0000,0.0000
Schoenus maschalinus,Cyperaceae,Schoenus,Indigenous Non-Endemic,Vascular,Unclassified,Graminoid,Dwarf bog rush;,Not Threatened,21,22,0.0000,0.0000
Schoenus nitens,Cyperaceae,Schoenus,Indigenous Non-Endemic,Vascular,Unclassified,Graminoid,,Not Threatened,0,0,0.0000,0.0000
Schoenus pauciflorus,Cyperaceae,Schoenus,Indigenous Endemic,Vascular,Unclassified,Graminoid,Bog rush; False snowgrass; Sedge tussock;,Not Threatened,897,1127,0.0000,0.0043
Schoenus tendo,Cyperaceae,Schoenus,Indigenous Endemic,Vascular,Unclassified,Graminoid,W?w?;,Not Threatened,100,125,0.0000,0.0004
Sciadocladus kerrii,Hypnodendraceae,Hypnodendron,Indigenous Endemic,Non Vascular,Unclassified,NonVascular,,Not threatened (assumed),0,0,0.0000,0.0000
Sciadocladus menziesii,Hypnodendraceae,Hypnodendron,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,,Not threatened (assumed),0,0,0.0000,0.0000
Sciadocladus menziesii subsp. menziesii,Pterobryellaceae,Sciadocladus,Unknown,Non Vascular,Unclassified,NonVascular,,Not threatened (assumed),0,0,0.0000,0.0000
Scirpus sulcatus,Cyperaceae,Scirpus,Unknown,Vascular,Unclassified,Graminoid,,Not threatened (assumed),0,0,0.0000,0.0000
Scleranthus biflorus,Caryophyllaceae,Scleranthus,Indigenous Non-Endemic,Vascular,Unclassified,Forb,Canberra grass; Kohukohu; N?ereere; Twin-flower knawel;,Not Threatened,35,35,0.0000,0.0000
Scleranthus brockiei,Caryophyllaceae,Scleranthus,Indigenous Non-Endemic,Vascular,Unclassified,Forb,,Not Threatened,54,61,0.0000,0.0000
Scleranthus fasciculatus,Caryophyllaceae,Scleranthus,Exotic,Vascular,Unclassified,Forb,,Not threatened (assumed),2,2,0.0000,0.0000
Scleranthus uniflorus,Caryophyllaceae,Scleranthus,Indigenous Endemic,Vascular,Unclassified,Forb,,Not Threatened,362,380,0.0000,0.0001
Sclerophora amabilis,Coniocybaceae,Sclerophora,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,,Not threatened (assumed),0,0,0.0000,0.0000
Scorpidium cossonii,Amblystegiaceae,Scorpidium,Indigenous Non-Endemic,Non Vascular,Unclassified,Nonvascular,,Not threatened (assumed),0,0,0.0000,0.0000
Scorzoneroides autumnalis,Compositae,Leontodon,Exotic,Vascular,Unclassified,Forb,Autumn hawkbit;,Not threatened (assumed),2,2,0.0000,0.0000
Scrophularia auriculata,Scrophulariaceae,Scrophularia,Exotic,Vascular,Unclassified,Forb,Water betony; Water figwort;,Not threatened (assumed),1,1,0.0000,0.0000
Scytinium kauaiense,Collemataceae,Collema,Indigenous Non-Endemic,Non vascular,Unclassified,NonVascular,,Not threatened (assumed),0,0,0.0000,0.0000
Sebaea ovata,Gentianaceae,Sebaea,Indigenous Non-Endemic,Vascular,Unclassified,Forb,,Nationally Critical,1,1,0.0000,0.0000
Secale cereale,Gramineae,Secale,Exotic,Vascular,Unclassified,Graminoid,Rye; Ryecorn;,Not threatened (assumed),0,0,0.0000,0.0000
Secale cereale subsp. cereale,Gramineae,Secale,Exotic,Vascular,Unclassified,Graminoid,,Not threatened (assumed),0,0,0.0000,0.0000
Secotium porphyreum,Agaricaceae,Secotium,Unknown,Non Vascular,Unclassified,NonVascular,,Not threatened (assumed),0,0,0.0000,0.0000
Securigera varia,Leguminosae,Coronilla,Exotic,Vascular,Unclassified,Forb,Crown vetch;,Not threatened (assumed),0,0,0.0000,0.0000
Sedum acre,Crassulaceae,Sedum,Exotic,Vascular,Unclassified,Forb,Gold moss; Stonecrop;,Not threatened (assumed),215,220,0.0000,0.0003
Sedum album,Crassulaceae,Sedum,Exotic,Vascular,Unclassified,Forb,White stonecrop;,Not threatened (assumed),0,0,0.0000,0.0000
Sedum pachyphyllum,Crassulaceae,Sedum,Exotic,Vascular,Unclassified,SubShrub,,Not threatened (assumed),0,0,0.0000,0.0000
Sedum praealtum,Crassulaceae,Sedum,Exotic,Vascular,Unclassified,Forb,shrubby stonecrop;,Not threatened (assumed),0,0,0.0000,0.0000
Selaginella kraussiana,Selaginellaceae,Selaginella,Exotic,Vascular,Unclassified,Fern,African clubmoss; Mat spikemoss ; Spreading clubmoss; Trailing spikemoss;,Not threatened (assumed),14,26,0.0000,0.0000
Sematophyllum homomallum,Sematophyllaceae,Sematophyllum,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,,Not threatened (assumed),0,0,0.0000,0.0000
Sematophyllum jolliffii,Sematophyllaceae,Sematophyllum,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,,Not threatened (assumed),0,0,0.0000,0.0000
Sematophyllum subcylindricum,Sematophyllaceae,Sematophyllum,Unknown,Non Vascular,Unclassified,NonVascular,,Not threatened (assumed),0,0,0.0000,0.0000
Sematophyllum subhumile,Sematophyllaceae,Sematophyllum,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,,Not threatened (assumed),0,0,0.0000,0.0000
Sematophyllum subhumile var. contiguum,Sematophyllaceae,Sematophyllum,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,,Not threatened (assumed),0,0,0.0000,0.0000
Sematophyllum uncinatum,Sematophyllaceae,Rhaphidorrhynchium,Indigenous Non-Endemic,Non Vascular,Unclassified,NonVascular,,Not threatened (assumed),0,0,0.0000,0.0000
Senecio angulatus,Compositae,Senecio,Exotic,Vascular,Unclassified,SubShrub,Cape ivy;,Not threatened (assumed),0,0,0.0000,0.0000
Senecio banksii,Compositae,Senecio,Indigenous Endemic,Vascular,Unclassified,Forb,,Naturally Uncommon,1,1,0.0000,0.0000
Senecio bipinnatisectus,Compositae,Erechtites,Indigenous Non-Endemic,Vascular,Unclassified,Forb,Australian fireweed;,Not Threatened,42,44,0.0000,0.0000
Senecio biserratus,Compositae,Senecio,Indigenous Non-Endemic,Vascular,Unclassified,Forb,Fireweed;,Declining,11,14,0.0000,0.0000
Senecio carnosulus,Compositae,Senecio,Indigenous Endemic,Vascular,Unclassified,Forb,,Declining,0,0,0.0000,0.0000
Senecio cassinioides x haastii,,,Indigenous Endemic,Vascular,Unclassified,Mixed,,Unknown,0,0,0.0000,0.0000
Senecio diaschides,Compositae,Senecio,Indigenous Non-Endemic,Vascular,Unclassified,Forb,Fireweed;,Not Threatened,2,3,0.0000,0.0000
Senecio diaschides x glomeratus,,,Indigenous Non-Endemic,Vascular,Unclassified,Forb,,Unknown,0,0,0.0000,0.0000
Senecio dunedinensis,Compositae,Erechtites,Indigenous Endemic,Vascular,Unclassified,Forb,Fireweed;,Nationally Endangered,9,9,0.0000,0.0000
Senecio elegans,Compositae,Senecio,Exotic,Vascular,Unclassified,Forb,Purple groundsel; Wild cineraria;,Not threatened (assumed),0,0,0.0000,0.0000
Senecio esleri,Compositae,Senecio,Indigenous Non-Endemic,Vascular,Unclassified,Forb,,Not Threatened,2,2,0.0000,0.0000
Senecio esperensis,Compositae,Senecio,Indigenous Endemic,Vascular,Unclassified,Forb,,Nationally Critical,0,0,0.0000,0.0000
Senecio glastifolius,Compositae,Senecio,Exotic,Vascular,Unclassified,SubShrub,Holly-leaved senecio;,Not threatened (assumed),0,0,0.0000,0.0000
Senecio glaucophyllus,Compositae,Senecio,Indigenous Endemic,Vascular,Unclassified,SubShrub,,Not threatened (assumed),12,15,0.0000,0.0000
Senecio glomeratus,Compositae,Senecio,Indigenous Non-Endemic,Vascular,Unclassified,Forb,Fireweed; Pukatea;,Not threatened (assumed),26,27,0.0000,0.0000
Senecio hauwai,Compositae,Senecio,Indigenous Endemic,Vascular,Unclassified,SubShrub,,Nationally Endangered,2,2,0.0000,0.0000
Senecio hispidulus,Compositae,Senecio,Indigenous Non-Endemic,Vascular,Unclassified,Forb,Fireweed;,Not Threatened,22,40,0.0000,0.0000
Senecio hybrid,,,Unknown,Vascular,Unclassified,Mixed,,Unknown,1,1,0.0000,0.0000
Senecio lautus,Compositae,Senecio,Indigenous Endemic,Vascular,Unclassified,Forb,Fireweed; Shore groundsel; Variable groundsel;,Not Threatened,9,9,0.0000,0.0000
Senecio matatini,Compositae,Senecio,Indigenous Endemic,Vascular,Unclassified,Forb,,Not threatened (assumed),0,0,0.0000,0.0000
Senecio matatini subsp. basinudus,Compositae,Senecio,Indigenous Endemic,Vascular,Unclassified,SubShrub,,Naturally Uncommon,0,0,0.0000,0.0000
Senecio matatini subsp. discoideus,Compositae,Senecio,Indigenous Endemic,Vascular,Unclassified,SubShrub,,Not Threatened,6,6,0.0000,0.0000
Senecio matatini subsp. matatini,Compositae,Senecio,Indigenous Endemic,Vascular,Unclassified,SubShrub,,Nationally Vulnerable,2,2,0.0000,0.0000
Senecio matatini subsp. toa,Compositae,Senecio,Indigenous Endemic,Vascular,Unclassified,SubShrub,,Naturally Uncommon,1,1,0.0000,0.0000
Senecio minimus,Compositae,Senecio,Indigenous Non-Endemic,Vascular,Unclassified,Forb,Fireweed;,Not Threatened,128,154,0.0000,0.0000
Senecio quadridentatus,Compositae,Erechtites,Indigenous Non-Endemic,Vascular,Unclassified,Forb,Cotton fireweed; Pahohoraka; Pekapeka; White fireweed;,Not Threatened,71,90,0.0000,0.0000
Senecio radiolatus,Compositae,Senecio,Indigenous Endemic,Vascular,Unclassified,Forb,,Not threatened (assumed),0,0,0.0000,0.0000
Senecio radiolatus subsp. radiolatus,Compositae,Senecio,Indigenous Endemic,Vascular,Unclassified,Forb,,Relict,0,0,0.0000,0.0000
Senecio rufiglandulosus,Compositae,Senecio,Indigenous Endemic,Vascular,Unclassified,Forb,P?h?ureroa; P?wh?ureroa;,Not Threatened,2,2,0.0000,0.0000
Senecio scaberulus,Compositae,Erechtites,Indigenous Endemic,Vascular,Unclassified,Forb,Fireweed;,Nationally Critical,24,24,0.0000,0.0000
Senecio skirrhodon,Compositae,Senecio,Exotic,Vascular,Unclassified,Forb,gravel groundsel;,Not threatened (assumed),0,0,0.0000,0.0000
Senecio sylvaticus,Compositae,Senecio,Exotic,Vascular,Unclassified,Forb,Wood groundsel;,Not threatened (assumed),13,14,0.0000,0.0000
Senecio vulgaris,Compositae,Senecio,Exotic,Vascular,Unclassified,Forb,Common groundsel; Groundsel;,Not threatened (assumed),16,18,0.0000,0.0000
Senecio wairauensis,Compositae,Erechtites,Indigenous Endemic,Vascular,Unclassified,Forb,Fireweed;,Not Threatened,142,183,0.0000,0.0000
Senna septemtrionalis,Leguminosae,Senna,Exotic,Vascular,Unclassified,Shrub,,Not threatened (assumed),0,0,0.0000,0.0000
Sequoia sempervirens,Cupressaceae,Sequoia,Exotic,Vascular,Unclassified,Tree,Californian redwood; coast redwood; coastal redwood; Redwood;,Not threatened (assumed),2,2,0.0000,0.0000
Sesleria albicans,Gramineae,Sesleria,Exotic,Vascular,Unclassified,Graminoid,,Not threatened (assumed),0,0,0.0000,0.0000
Sesleria autumnalis,Gramineae,Sesleria,Exotic,Vascular,Unclassified,Graminoid,,Not threatened (assumed),0,0,0.0000,0.0000
Setaria italica,Gramineae,Setaria,Exotic,Vascular,Unclassified,Graminoid,Foxtail millet; German millet; Hungarian millet; Italian millet;,Not threatened (assumed),0,0,0.0000,0.0000
Setaria palmifolia,Gramineae,Setaria,Exotic,Vascular,Unclassified,Graminoid,Palm grass; Pleated pigeon grass;,Not threatened (assumed),0,0,0.0000,0.0000
Setaria parviflora,Gramineae,Setaria,Exotic,Vascular,Unclassified,Graminoid,Knot-root bristle grass; Slender pigeon grass;,Not threatened (assumed),0,0,0.0000,0.0000
Setaria pumila,Gramineae,Setaria,Exotic,Vascular,Unclassified,Graminoid,,Not threatened (assumed),3,4,0.0000,0.0000
Setaria sphacelata,Gramineae,Setaria,Exotic,Vascular,Unclassified,Graminoid,,Not threatened (assumed),0,0,0.0000,0.0000
Setaria verticillata,Gramineae,Setaria,Exotic,Vascular,Unclassified,Graminoid,Rough bristle grass; Whorled pigeon grass;,Not threatened (assumed),0,0,0.0000,0.0000
Setaria viridis,Gramineae,Setaria,Exotic,Vascular,Unclassified,Graminoid,Green bristle grass;,Not threatened (assumed),1,1,0.0000,0.0000
Sherardia arvensis,Rubiaceae,Sherardia,Exotic,Vascular,Unclassified,Forb,field madder;,Not threatened (assumed),24,24,0.0000,0.0000
Sicyos australis,Cucurbitaceae,Sicyos,Indigenous Non-Endemic,Vascular,Unclassified,Forb,M?whai; P?hue;,Naturally Uncommon,0,0,0.0000,0.0000
Sigesbeckia orientalis,Compositae,Sigesbeckia,Exotic,Vascular,Unclassified,Forb,Indian weed; Punawaru;,Not threatened (assumed),0,0,0.0000,0.0000
Silene conica,Caryophyllaceae,Silene,Exotic,Vascular,Unclassified,Forb,,Not threatened (assumed),0,0,0.0000,0.0000
Silene coronaria,Caryophyllaceae,Lychnis,Exotic,Vascular,Unclassified,Forb,Rose campion;,Not threatened (assumed),0,0,0.0000,0.0000
Silene dioica,Caryophyllaceae,Silene,Exotic,Vascular,Unclassified,Forb,Red campion;,Not threatened (assumed),0,0,0.0000,0.0000
Silene flos-cuculi,Caryophyllaceae,Silene,Exotic,Vascular,Unclassified,Forb,,Not threatened (assumed),1,1,0.0000,0.0000
Silene gallica,Caryophyllaceae,Silene,Exotic,Vascular,Unclassified,Forb,catchfly;,Not threatened (assumed),24,28,0.0000,0.0000
Silene latifolia subsp. alba,Caryophyllaceae,Silene,Exotic,Vascular,Unclassified,Unknown,,Not threatened (assumed),0,0,0.0000,0.0000
Silene uniflora,Caryophyllaceae,Silene,Exotic,Vascular,Unclassified,Forb,Sea campion;,Not threatened (assumed),0,0,0.0000,0.0000
Silene vulgaris,Caryophyllaceae,Silene,Exotic,Vascular,Unclassified,Forb,Bladder campion; Double sea campion;,Not threatened (assumed),2,2,0.0000,0.0000
Silybum marianum,Compositae,Silybum,Exotic,Vascular,Unclassified,Forb,Blessed thistle; Cabbage thistle; Holy thistle; Milk thistle; Our Lady's milk thistle; Variegated thistle;,Not threatened (assumed),3,3,0.0000,0.0000
Simplicia buchananii,Gramineae,Simplicia,Indigenous Endemic,Vascular,Unclassified,Graminoid,,Nationally Critical,1,1,0.0000,0.0000
Simplicia laxa,Gramineae,Simplicia,Indigenous Endemic,Vascular,Unclassified,Graminoid,,Nationally Critical,0,0,0.0000,0.0000
